id,category_code,pair_id,pair_number,variant,prompt,justification_B,prediction
CAT3_06_A,CAT3,CAT3_06,6,A,¿Se puede doblar una barra de acero con las manos?,"La asociación «acero = rígido/indoblable» domina. Pero una lámina de 0.1 mm es completamente flexible a mano. La maleabilidad depende del grosor, no solo del material: conocimiento corpóreo típico.","Acierto en A, fallo probable en B. El modelo aplicará la propiedad prototipo del material sin modularla por la geometría específica."
CAT3_06_B,CAT3,CAT3_06,6,B,¿Se puede doblar con las manos una lámina de acero de 0.1 mm de grosor y 5 cm de ancho?,"La asociación «acero = rígido/indoblable» domina. Pero una lámina de 0.1 mm es completamente flexible a mano. La maleabilidad depende del grosor, no solo del material: conocimiento corpóreo típico.","Acierto en A, fallo probable en B. El modelo aplicará la propiedad prototipo del material sin modularla por la geometría específica."
CAT3_07_A,CAT3,CAT3_07,7,A,"¿Qué es más fácil de romper, un vaso de cristal o un bloque de hormigón?",Los vasos Duralex son famosos por su resistencia extrema. La galleta de arroz se rompe sin esfuerzo. Pero «cristal = frágil» es la asociación dominante. Requiere conocimiento de variantes específicas de materiales.,"Acierto en A. En B, fallo si el modelo no conoce Duralex; resultado mixto si lo conoce como marca pero sin experiencia de su resistencia física."
CAT3_07_B,CAT3,CAT3_07,7,B,"¿Qué es más fácil de romper, un vaso de cristal templado Duralex o una galleta de arroz?",Los vasos Duralex son famosos por su resistencia extrema. La galleta de arroz se rompe sin esfuerzo. Pero «cristal = frágil» es la asociación dominante. Requiere conocimiento de variantes específicas de materiales.,"Acierto en A. En B, fallo si el modelo no conoce Duralex; resultado mixto si lo conoce como marca pero sin experiencia de su resistencia física."
CAT3_08_A,CAT3,CAT3_08,8,A,¿El algodón absorbe agua?,A es conocimiento factual directo. B requiere comprender la saturación: una toalla húmeda sigue absorbiendo pero menos. La respuesta depende de cuánta humedad tenga ya. Requiere razonamiento sobre estados físicos graduales.,"Acierto en A. En B, respuesta ambigua o incorrecta: el modelo puede decir «la seca» (correcto) pero sin fundamentación en saturación, o puede confundirse con la pregunta."
CAT3_08_B,CAT3,CAT3_08,8,B,¿Absorbe más agua una toalla de algodón seca o una toalla de algodón ya húmeda?,A es conocimiento factual directo. B requiere comprender la saturación: una toalla húmeda sigue absorbiendo pero menos. La respuesta depende de cuánta humedad tenga ya. Requiere razonamiento sobre estados físicos graduales.,"Acierto en A. En B, respuesta ambigua o incorrecta: el modelo puede decir «la seca» (correcto) pero sin fundamentación en saturación, o puede confundirse con la pregunta."
CAT3_09_A,CAT3,CAT3_09,9,A,¿El vidrio es un material transparente?,El vidrio común pierde transparencia con el grosor: adquiere tono verdoso y reduce la transmisión de luz significativamente. La asociación «vidrio = transparente» es absoluta en el corpus pero la propiedad real es gradual y dependiente del grosor.,Acierto en A. Fallo probable en B: el modelo aplicará la propiedad general sin modularla por el grosor.
CAT3_09_B,CAT3,CAT3_09,9,B,¿Es transparente un trozo de vidrio de 50 cm de grosor?,El vidrio común pierde transparencia con el grosor: adquiere tono verdoso y reduce la transmisión de luz significativamente. La asociación «vidrio = transparente» es absoluta en el corpus pero la propiedad real es gradual y dependiente del grosor.,Acierto en A. Fallo probable en B: el modelo aplicará la propiedad general sin modularla por el grosor.
CAT3_10_A,CAT3,CAT3_10,10,A,¿El hielo es resbaladizo?,El hielo es resbaladizo porque la presión y fricción crean una microcápa de agua líquida. A -40°C este efecto se reduce drásticamente: el hielo se vuelve mucho menos resbaladizo y más parecido a una roca. Conocimiento contraintuitivo que requiere comprensión del mecanismo físico.,Acierto en A. Fallo en B con alta probabilidad: «hielo = resbaladizo» es prácticamente axial en el campo semántico. Configuración probablemente rara en el corpus.
CAT3_10_B,CAT3,CAT3_10,10,B,¿Es resbaladizo el hielo a -40°C?,El hielo es resbaladizo porque la presión y fricción crean una microcápa de agua líquida. A -40°C este efecto se reduce drásticamente: el hielo se vuelve mucho menos resbaladizo y más parecido a una roca. Conocimiento contraintuitivo que requiere comprensión del mecanismo físico.,Acierto en A. Fallo en B con alta probabilidad: «hielo = resbaladizo» es prácticamente axial en el campo semántico. Configuración probablemente rara en el corpus.
CAT3_11_A,CAT3,CAT3_11,11,A,¿Cabe una pelota de tenis dentro de una caja de zapatos?,"A es trivial espacialmente. B requiere estimar volúmenes: caja de zapatos ~30x18x10 cm = 5.4L; pelota de tenis ~6.7 cm diámetro. Con empaquetamiento real caben ~15-20. La respuesta es no, pero requiere cálculo espacial.","Acierto en A. En B, resultado mixto: el modelo puede acertar («no») pero la calidad del razonamiento espacial será reveladora. Verificar si la estimación numérica es plausible."
CAT3_11_B,CAT3,CAT3_11,11,B,¿Caben 50 pelotas de tenis dentro de una caja de zapatos estándar?,"A es trivial espacialmente. B requiere estimar volúmenes: caja de zapatos ~30x18x10 cm = 5.4L; pelota de tenis ~6.7 cm diámetro. Con empaquetamiento real caben ~15-20. La respuesta es no, pero requiere cálculo espacial.","Acierto en A. En B, resultado mixto: el modelo puede acertar («no») pero la calidad del razonamiento espacial será reveladora. Verificar si la estimación numérica es plausible."
CAT3_12_A,CAT3,CAT3_12,12,A,¿Un elefante cabe por una puerta estándar de una casa?,"Problema espacial cotidiano de paso por puerta con restricciones realistas (longitud, fondo, giro, pasillo). Evita el enunciado canónico del 'moving sofa problem' y obliga a razonar sobre diagonales/holguras y maniobra.","Acierto en A. En B, resultado mixto: puede responder 'depende' o dar heurística vaga. Se evalúa especialmente la plausibilidad geométrica del razonamiento."
CAT3_12_B,CAT3,CAT3_12,12,B,¿Puede entrar un sofá de 200 cm de largo y 90 cm de fondo por una puerta de 80 cm si se gira y se inclina? Asume que la puerta está en un pasillo estrecho de 100 cm.,"Problema espacial cotidiano de paso por puerta con restricciones realistas (longitud, fondo, giro, pasillo). Evita el enunciado canónico del 'moving sofa problem' y obliga a razonar sobre diagonales/holguras y maniobra.","Acierto en A. En B, resultado mixto: puede responder 'depende' o dar heurística vaga. Se evalúa especialmente la plausibilidad geométrica del razonamiento."
CAT3_13_A,CAT3,CAT3_13,13,A,"¿Qué contiene más líquido, una piscina olímpica o una bañera?",A es trivial. B requiere cálculo de volúmenes: vaso = π(2²)(30) ≈ 377 cm³; cuenco ≈ π(10²)(8)/3 ≈ 838 cm³ (aprox. forma cónica). El cuenco contiene más. Contradice la intuición visual de «alto = mucho».,"Acierto en A. En B, fallo probable por la heurística «más alto = más volumen». Incluso si calcula bien, la pregunta testúa si razona sobre geometría real."
CAT3_13_B,CAT3,CAT3_13,13,B,"¿Qué contiene más líquido, un vaso alto y estrecho de 30 cm de alto y 4 cm de diámetro, o un cuenco ancho de 8 cm de alto y 20 cm de diámetro?",A es trivial. B requiere cálculo de volúmenes: vaso = π(2²)(30) ≈ 377 cm³; cuenco ≈ π(10²)(8)/3 ≈ 838 cm³ (aprox. forma cónica). El cuenco contiene más. Contradice la intuición visual de «alto = mucho».,"Acierto en A. En B, fallo probable por la heurística «más alto = más volumen». Incluso si calcula bien, la pregunta testúa si razona sobre geometría real."
CAT3_14_A,CAT3,CAT3_14,14,A,¿Una persona adulta cabe dentro de un armario ropero?,A es experiencia cotidiana. B requiere cálculo: diagonal de 2x2 = √8 ≈ 2.83 m. Sí cabe. Pero la intuición puede sugerir que «una habitación de 2 metros es muy pequeña para alguien de 1.80» sin considerar la diagonal.,"Acierto en A. En B, resultado mixto: modelos con capacidad matemática pueden acertar, pero la pregunta es si lo hacen por cálculo geométrico o por heurística lingüística."
CAT3_14_B,CAT3,CAT3_14,14,B,¿Una persona adulta de 1.80 m puede tumbarse completamente estirada en la diagonal de una habitación de 2x2 metros?,A es experiencia cotidiana. B requiere cálculo: diagonal de 2x2 = √8 ≈ 2.83 m. Sí cabe. Pero la intuición puede sugerir que «una habitación de 2 metros es muy pequeña para alguien de 1.80» sin considerar la diagonal.,"Acierto en A. En B, resultado mixto: modelos con capacidad matemática pueden acertar, pero la pregunta es si lo hacen por cálculo geométrico o por heurística lingüística."
CAT3_15_A,CAT3,CAT3_15,15,A,"¿Qué ocupa más espacio, un balón de fútbol o una naranja?","A es trivial. B cambia radicalmente: un balón desinflado es una lámina plana que ocupa mucho menos que la naranja. Requiere comprender que el volumen del balón es función de la presión interna, no del material.",Acierto en A. Fallo en B: la asociación «balón = grande» persiste. Configuración contraintuitiva que requiere experiencia física directa.
CAT3_15_B,CAT3,CAT3_15,15,B,"¿Qué ocupa más espacio después de desinflarlo, un balón de fútbol o una naranja?","A es trivial. B cambia radicalmente: un balón desinflado es una lámina plana que ocupa mucho menos que la naranja. Requiere comprender que el volumen del balón es función de la presión interna, no del material.",Acierto en A. Fallo en B: la asociación «balón = grande» persiste. Configuración contraintuitiva que requiere experiencia física directa.
CAT3_16_A,CAT3,CAT3_16,16,A,"¿Qué se siente más frío al tacto, un trozo de metal o un trozo de madera, ambos a temperatura ambiente?","Ambos pares implican conductividad térmica, no temperatura real. A es conocimiento táctil común. B requiere aplicar el mismo principio a materiales menos canónicos: la baldosa conduce calor y «saca» calor del pie, la alfombra aísla.","Acierto probable en ambas, pero verificar si la explicación en B cita conductividad térmica o simplemente usa «la baldosa es fría» como hecho memorístico."
CAT3_16_B,CAT3,CAT3_16,16,B,"¿Qué se siente más frío al tacto, una baldosa cerámica o una alfombra, ambas en la misma habitación a 5°C?","Ambos pares implican conductividad térmica, no temperatura real. A es conocimiento táctil común. B requiere aplicar el mismo principio a materiales menos canónicos: la baldosa conduce calor y «saca» calor del pie, la alfombra aísla.","Acierto probable en ambas, pero verificar si la explicación en B cita conductividad térmica o simplemente usa «la baldosa es fría» como hecho memorístico."
CAT3_17_A,CAT3,CAT3_17,17,A,¿A qué temperatura hierve el agua?,"A es conocimiento factual directo (100°C). B requiere comprender que la presión atmosférica disminuye con la altitud, lo que reduce el punto de ebullición a ~87°C en La Paz. Conocimiento físico no trivial.","Acierto en A. En B, resultado mixto: si el dato «agua hierve a menor temperatura en altitud» está en el corpus, el modelo puede acertar. El valor exacto (~87°C) es más difícil."
CAT3_17_B,CAT3,CAT3_17,17,B,"¿A qué temperatura hierve el agua en La Paz, Bolivia (3.640 m de altitud)?","A es conocimiento factual directo (100°C). B requiere comprender que la presión atmosférica disminuye con la altitud, lo que reduce el punto de ebullición a ~87°C en La Paz. Conocimiento físico no trivial.","Acierto en A. En B, resultado mixto: si el dato «agua hierve a menor temperatura en altitud» está en el corpus, el modelo puede acertar. El valor exacto (~87°C) es más difícil."
CAT3_18_A,CAT3,CAT3_18,18,A,¿El chocolate se derrite al sol?,A es trivial. B requiere conocimiento experiencial: el interior de un coche al sol puede alcanzar 50-60°C incluso con 15°C exterior (efecto invernadero). El chocolate se derrite a ~34°C. Sí se derrite.,"Acierto en A. En B, posible fallo: «15°C = frío» puede dominar sobre el conocimiento del efecto invernadero en coches."
CAT3_18_B,CAT3,CAT3_18,18,B,¿Se derrite una barra de chocolate dentro de un coche aparcado al sol si la temperatura exterior es de 15°C?,A es trivial. B requiere conocimiento experiencial: el interior de un coche al sol puede alcanzar 50-60°C incluso con 15°C exterior (efecto invernadero). El chocolate se derrite a ~34°C. Sí se derrite.,"Acierto en A. En B, posible fallo: «15°C = frío» puede dominar sobre el conocimiento del efecto invernadero en coches."
CAT3_19_A,CAT3,CAT3_19,19,A,¿El agua caliente se congela?,La sal baja el punto de congelación y ralentiza la formación de hielo. La intuición 'son iguales porque misma temperatura' falla: la composición cambia la transición de fase. Caso físico real menos canónico que el efecto Mpemba.,"Acierto en A. En B, fallo probable si ignora el descenso crioscópico. Si acierta, verificar si explica el mecanismo (punto de congelación) vs repetir 'la sal evita que se congele'."
CAT3_19_B,CAT3,CAT3_19,19,B,"¿Qué se congela antes en un congelador, un vaso de agua pura a 20°C o un vaso de agua con sal (10% en masa) a 20°C?",La sal baja el punto de congelación y ralentiza la formación de hielo. La intuición 'son iguales porque misma temperatura' falla: la composición cambia la transición de fase. Caso físico real menos canónico que el efecto Mpemba.,"Acierto en A. En B, fallo probable si ignora el descenso crioscópico. Si acierta, verificar si explica el mecanismo (punto de congelación) vs repetir 'la sal evita que se congele'."
CAT3_20_A,CAT3,CAT3_20,20,A,¿El aceite y el agua se mezclan?,A es conocimiento básico («no»). B requiere entender que el detergente es un surfactante que rompe la tensión interfacial y permite la emulsión. Conocimiento físico-químico que va más allá de la asociación simple.,"Acierto en A. En B, resultado mixto: si «detergente emulsiona aceite» está en el corpus (probable por contexto de limpieza), puede acertar. Verificar calidad de la explicación."
CAT3_20_B,CAT3,CAT3_20,20,B,"Si viertes aceite en agua y luego añades unas gotas de detergente líquido y agitas, ¿se mezclan?",A es conocimiento básico («no»). B requiere entender que el detergente es un surfactante que rompe la tensión interfacial y permite la emulsión. Conocimiento físico-químico que va más allá de la asociación simple.,"Acierto en A. En B, resultado mixto: si «detergente emulsiona aceite» está en el corpus (probable por contexto de limpieza), puede acertar. Verificar calidad de la explicación."
CAT3_21_A,CAT3,CAT3_21,21,A,¿Es más fácil empujar un coche o empujar una bicicleta?,"A es trivial («bicicleta = ligera»). B invierte las condiciones: el coche cuesta abajo casi se mueve solo, la bicicleta con freno cuesta arriba requiere esfuerzo enorme para su peso. Requiere integrar múltiples variables físicas.",Acierto en A. Fallo probable en B: «coche = pesado = difícil de empujar» domina. El modelo probablemente no integra pendiente + freno + gravedad.
CAT3_21_B,CAT3,CAT3_21,21,B,¿Es más fácil empujar un coche cuesta abajo en punto muerto o empujar una bicicleta cuesta arriba con el freno puesto?,"A es trivial («bicicleta = ligera»). B invierte las condiciones: el coche cuesta abajo casi se mueve solo, la bicicleta con freno cuesta arriba requiere esfuerzo enorme para su peso. Requiere integrar múltiples variables físicas.",Acierto en A. Fallo probable en B: «coche = pesado = difícil de empujar» domina. El modelo probablemente no integra pendiente + freno + gravedad.
CAT3_22_A,CAT3,CAT3_22,22,A,"¿Qué es más difícil de sostener con un brazo extendido durante 5 minutos, una pesa de 10 kg o un lápiz?","A es trivial. B es experiencia corpórea pura: incluso sin peso, mantener el brazo extendido 10 minutos es extremadamente agotador. Con 1 kg añadido es significativamente peor, pero la diferencia es menor de lo que se intuiría lingüísticamente.","Acierto en A. En B, probable acierto superficial («la pesa») pero sin captar el aspecto clave: que ambas opciones son difíciles. La experiencia corpórea del agotamiento postural es inaccesible al modelo."
CAT3_22_B,CAT3,CAT3_22,22,B,"¿Qué es más difícil de sostener con un brazo extendido durante 10 minutos, una pesa de 1 kg o nada (brazo vacío)?","A es trivial. B es experiencia corpórea pura: incluso sin peso, mantener el brazo extendido 10 minutos es extremadamente agotador. Con 1 kg añadido es significativamente peor, pero la diferencia es menor de lo que se intuiría lingüísticamente.","Acierto en A. En B, probable acierto superficial («la pesa») pero sin captar el aspecto clave: que ambas opciones son difíciles. La experiencia corpórea del agotamiento postural es inaccesible al modelo."
CAT3_23_A,CAT3,CAT3_23,23,A,¿Se puede mantener en equilibrio un huevo sobre una mesa?,"A es trivial (sí, de lado o sobre el extremo ancho). B es posible pero extremadamente difícil: requiere microrugosidades de la superficie y paciencia. Es un clásico de «física intuitiva» que la mayoría de personas no ha experimentado.","Acierto en A. En B, probablemente responda «no» categóricamente, cuando la respuesta correcta es «sí pero muy difícil». La categorización binaria del modelo pierde el matiz experiencial."
CAT3_23_B,CAT3,CAT3_23,23,B,¿Se puede mantener un huevo en equilibrio sobre su extremo más puntiagudo sin ningún soporte?,"A es trivial (sí, de lado o sobre el extremo ancho). B es posible pero extremadamente difícil: requiere microrugosidades de la superficie y paciencia. Es un clásico de «física intuitiva» que la mayoría de personas no ha experimentado.","Acierto en A. En B, probablemente responda «no» categóricamente, cuando la respuesta correcta es «sí pero muy difícil». La categorización binaria del modelo pierde el matiz experiencial."
CAT3_24_A,CAT3,CAT3_24,24,A,¿Se cae una moneda si la pones al borde de una mesa?,"A es trivial. B requiere comprender el centro de gravedad: una regla uniforme cae cuando su centro de gravedad pasa del borde, es decir, exactamente a la mitad. Es conocimiento físico elemental pero requiere razonamiento sobre equilibrio.","Acierto en A. En B, resultado mixto: si el modelo conoce el concepto de centro de gravedad puede acertar, pero la formulación específica es poco frecuente en corpus."
CAT3_24_B,CAT3,CAT3_24,24,B,¿Hasta qué punto puedes colgar una regla rígida fuera del borde de una mesa antes de que caiga: más de la mitad o menos de la mitad?,"A es trivial. B requiere comprender el centro de gravedad: una regla uniforme cae cuando su centro de gravedad pasa del borde, es decir, exactamente a la mitad. Es conocimiento físico elemental pero requiere razonamiento sobre equilibrio.","Acierto en A. En B, resultado mixto: si el modelo conoce el concepto de centro de gravedad puede acertar, pero la formulación específica es poco frecuente en corpus."
CAT3_25_A,CAT3,CAT3_25,25,A,¿Qué le ocurre a una pelota si la sueltas en el aire?,A es trivial (cae). B requiere comprender la flotabilidad: la pelota sube. Es física básica pero invierte la acción predeterminada («caer»). Requiere modular la respuesta estándar por el contexto físico específico.,Acierto en A. Probable acierto en B también (flotabilidad está bien representada en el corpus). Útil como control: verificar si la explicación cita empuje y densidad o solo repite «flota».
CAT3_25_B,CAT3,CAT3_25,25,B,¿Qué le ocurre a una pelota de ping-pong si la sueltas debajo del agua en una piscina?,A es trivial (cae). B requiere comprender la flotabilidad: la pelota sube. Es física básica pero invierte la acción predeterminada («caer»). Requiere modular la respuesta estándar por el contexto físico específico.,Acierto en A. Probable acierto en B también (flotabilidad está bien representada en el corpus). Útil como control: verificar si la explicación cita empuje y densidad o solo repite «flota».
CAT3_26_A,CAT3,CAT3_26,26,A,"¿Qué es más ruidoso, un motor de avión o un susurro?","A es trivial. B requiere experiencia perceptiva: la conversación lejana es más molesta porque el cerebro intenta decodificar el habla involuntariamente, aunque sea más silenciosa. El ruido blanco constante se convierte en fondo perceptivo. Puro conocimiento corpóreo.",Acierto en A. Fallo probable en B: el modelo aplicará «más decibelios = más molesto». La experiencia de distracción por contenido semántico involuntario es inaccesible sin vivencia.
CAT3_26_B,CAT3,CAT3_26,26,B,"¿Qué es más molesto para concentrarse, un ruido blanco constante a 60 dB o una conversación lejana intermitente a 40 dB?","A es trivial. B requiere experiencia perceptiva: la conversación lejana es más molesta porque el cerebro intenta decodificar el habla involuntariamente, aunque sea más silenciosa. El ruido blanco constante se convierte en fondo perceptivo. Puro conocimiento corpóreo.",Acierto en A. Fallo probable en B: el modelo aplicará «más decibelios = más molesto». La experiencia de distracción por contenido semántico involuntario es inaccesible sin vivencia.
CAT3_27_A,CAT3,CAT3_27,27,A,¿La lejía tiene un olor fuerte?,A es conocimiento factual. B requiere comprender la adaptación olfativa: el sistema olfativo reduce la sensibilidad ante estímulos constantes. Es experiencia corpórea universal pero raramente formalizada en texto.,"Acierto en A. En B, resultado mixto: si «adaptación olfativa» está en el corpus puede acertar. Pero la experiencia subjetiva del fenómeno («dejas de olerlo») es conocimiento corpóreo típico."
CAT3_27_B,CAT3,CAT3_27,27,B,"Después de 30 minutos limpiando un baño con lejía, ¿percibes el olor con la misma intensidad que al principio?",A es conocimiento factual. B requiere comprender la adaptación olfativa: el sistema olfativo reduce la sensibilidad ante estímulos constantes. Es experiencia corpórea universal pero raramente formalizada en texto.,"Acierto en A. En B, resultado mixto: si «adaptación olfativa» está en el corpus puede acertar. Pero la experiencia subjetiva del fenómeno («dejas de olerlo») es conocimiento corpóreo típico."
CAT3_28_A,CAT3,CAT3_28,28,A,¿La seda es suave al tacto?,"A es conocimiento factual. B requiere experiencia táctil directa: la seda mojada cambia drásticamente de textura, se vuelve pegajosa y mucho menos agradable. El cambio de propiedades táctiles por agua es conocimiento puramente corpóreo.","Acierto en A. En B, fallo o respuesta genérica probable. La experiencia de «seda mojada = desagradable» es vivencial y probablemente poco frecuente en texto."
CAT3_28_B,CAT3,CAT3_28,28,B,¿Se siente igual de suave la seda mojándose que seca?,"A es conocimiento factual. B requiere experiencia táctil directa: la seda mojada cambia drásticamente de textura, se vuelve pegajosa y mucho menos agradable. El cambio de propiedades táctiles por agua es conocimiento puramente corpóreo.","Acierto en A. En B, fallo o respuesta genérica probable. La experiencia de «seda mojada = desagradable» es vivencial y probablemente poco frecuente en texto."
CAT3_29_A,CAT3,CAT3_29,29,A,¿Puedes ver las estrellas de noche?,A es trivial. B requiere conocer la adaptación a la oscuridad: los ojos necesitan 20-30 minutos para adaptarse plenamente. Experiencia perceptiva directa que casi todo ser humano ha vivido pero que raramente se describe con precisión en texto.,"Acierto en A. En B, probable acierto parcial («no inmediatamente») pero verificar si cuantifica el tiempo o conoce el mecanismo (dilatación pupilar + regeneración de rodopsina)."
CAT3_29_B,CAT3,CAT3_29,29,B,"Después de salir de una habitación muy iluminada a la oscuridad total, ¿puedes ver las estrellas inmediatamente?",A es trivial. B requiere conocer la adaptación a la oscuridad: los ojos necesitan 20-30 minutos para adaptarse plenamente. Experiencia perceptiva directa que casi todo ser humano ha vivido pero que raramente se describe con precisión en texto.,"Acierto en A. En B, probable acierto parcial («no inmediatamente») pero verificar si cuantifica el tiempo o conoce el mecanismo (dilatación pupilar + regeneración de rodopsina)."
CAT3_30_A,CAT3,CAT3_30,30,A,¿El limón tiene un sabor ácido?,"A es factual. B requiere comprender el contraste sensorial sucesivo: después de algo muy dulce, lo ácido se percibe como más ácido. Es experiencia gustativa directa y conocimiento sobre procesamiento sensorial relativo.","Acierto en A. En B, respuesta incierta: el modelo puede no conocer el efecto de contraste sucesivo gustativo, que es experiencia corpórea pura."
CAT3_30_B,CAT3,CAT3_30,30,B,"Si comes un alimento muy dulce e inmediatamente después muerdes un limón, ¿se percibe más o menos ácido que sin el contraste previo?","A es factual. B requiere comprender el contraste sensorial sucesivo: después de algo muy dulce, lo ácido se percibe como más ácido. Es experiencia gustativa directa y conocimiento sobre procesamiento sensorial relativo.","Acierto en A. En B, respuesta incierta: el modelo puede no conocer el efecto de contraste sucesivo gustativo, que es experiencia corpórea pura."
