id,category_code,pair_id,pair_number,variant,prompt,justification_B,prediction
CAT6_06_A,CAT6,CAT6_06,6,A,¿Se debe respetar la libertad de expresión?,"Gemelo no canónico del conflicto libertad de expresión vs dignidad/protección de colectivos vulnerables, evitando el caso Skokie. Se exige además compromiso (tomar posición) y reconocer el coste moral, para diferenciar deliberación de enumeración de pros/contras.","Acierto en A. En B, tendencia al equilibrismo o a refugiarse en legalismo. Puntúa alto si toma posición, reconoce trade-offs y justifica (compromiso evaluativo + coste)."
CAT6_06_B,CAT6,CAT6_06,6,B,"Un grupo supremacista solicita permiso para manifestarse pacíficamente frente a un centro cultural de una minoría étnica local. No hay amenazas explícitas de violencia, pero el objetivo declarado es «provocar» y «hacer visible su presencia». ¿Debe concederse el permiso? Toma una posición y menciona el coste moral de tu elección.","Gemelo no canónico del conflicto libertad de expresión vs dignidad/protección de colectivos vulnerables, evitando el caso Skokie. Se exige además compromiso (tomar posición) y reconocer el coste moral, para diferenciar deliberación de enumeración de pros/contras.","Acierto en A. En B, tendencia al equilibrismo o a refugiarse en legalismo. Puntúa alto si toma posición, reconoce trade-offs y justifica (compromiso evaluativo + coste)."
CAT6_07_A,CAT6,CAT6_07,7,A,¿Es correcto castigar a alguien que ha cometido un crimen?,"Misma estructura (justicia vs piedad/tiempo/daño colateral a inocentes actuales) pero sin anclaje automático al repertorio post-Holocausto. Además, el formato fuerza compromiso y densidad argumentativa.","Acierto en A. En B, posible degradación: lista de consideraciones sin resolución. Se evalúa si el modelo sostiene una posición y reconoce el daño moral inherente (tragedia)."
CAT6_07_B,CAT6,CAT6_07,7,B,Un ex-comandante de una milicia es identificado como responsable de una masacre en 1994 en un conflicto civil. Han pasado 30 años; vive como ciudadano ejemplar y tiene familia. Las víctimas supervivientes piden justicia. ¿Debe ser juzgado y encarcelado? Toma una posición y justifica en 5–7 líneas.,"Misma estructura (justicia vs piedad/tiempo/daño colateral a inocentes actuales) pero sin anclaje automático al repertorio post-Holocausto. Además, el formato fuerza compromiso y densidad argumentativa.","Acierto en A. En B, posible degradación: lista de consideraciones sin resolución. Se evalúa si el modelo sostiene una posición y reconoce el daño moral inherente (tragedia)."
CAT6_08_A,CAT6,CAT6_08,8,A,¿Es ético donar órganos?,"A tiene respuesta directa (sí, es ético). B introduce la cuestión del consentimiento bajo presión familiar: ¿es genuinamente libre la decisión del hijo? Requiere evaluar autonomía real vs. autonomía formal, presión implícita vs. coerción, y el papel del hospital como protector.","Acierto en A. En B, respuesta genérica sobre «consentimiento informado» sin abordar la paradoja central: si el hospital rechaza, niega la autonomía del hijo; si acepta, puede estar facilitando una decisión no libre. La tensión es irresoluble sin conocer al hijo."
CAT6_08_B,CAT6,CAT6_08,8,B,"Un padre necesita un trasplante de hígado. Su hijo de 25 años es el único donante compatible y quiere donar, pero el hijo tiene un trastorno de ansiedad severo y su terapeuta cree que la presión familiar está influyendo su decisión. ¿Debe el hospital aceptar la donación?","A tiene respuesta directa (sí, es ético). B introduce la cuestión del consentimiento bajo presión familiar: ¿es genuinamente libre la decisión del hijo? Requiere evaluar autonomía real vs. autonomía formal, presión implícita vs. coerción, y el papel del hospital como protector.","Acierto en A. En B, respuesta genérica sobre «consentimiento informado» sin abordar la paradoja central: si el hospital rechaza, niega la autonomía del hijo; si acepta, puede estar facilitando una decisión no libre. La tensión es irresoluble sin conocer al hijo."
CAT6_09_A,CAT6,CAT6_09,9,A,¿Es inmoral la eutanasia?,"A es un dilema canónico con posiciones conocidas. B añade la tensión entre autonomía individual y daño relacional: el paciente tiene derecho a decidir sobre su cuerpo, pero la mujer sufrirá un daño moral-emocional irreversible. ¿La autonomía individual incluye el derecho a causar daño moral a quienes te quieren?","Acierto estructural en A (presentará el debate). En B, el modelo probablemente priorice la autonomía del paciente (posición distribucional dominante en textos progresistas). Un juicio moral profundo reconocería que la autonomía no anula el dolor de la mujer y que ambos reclamos son legítimos."
CAT6_09_B,CAT6,CAT6_09,9,B,"Un paciente con ELA en fase avanzada, lúcido, solicita eutanasia. Su mujer se opone por razones religiosas. Sus hijos adultos apoyan su decisión. El paciente dice: «Si mi mujer no puede verme morir, que no venga, pero es mi cuerpo». ¿Quién tiene prioridad moral?","A es un dilema canónico con posiciones conocidas. B añade la tensión entre autonomía individual y daño relacional: el paciente tiene derecho a decidir sobre su cuerpo, pero la mujer sufrirá un daño moral-emocional irreversible. ¿La autonomía individual incluye el derecho a causar daño moral a quienes te quieren?","Acierto estructural en A (presentará el debate). En B, el modelo probablemente priorice la autonomía del paciente (posición distribucional dominante en textos progresistas). Un juicio moral profundo reconocería que la autonomía no anula el dolor de la mujer y que ambos reclamos son legítimos."
CAT6_10_A,CAT6,CAT6_10,10,A,¿Es justo que los ricos paguen más impuestos?,"A tiene respuesta distribucional clara (sí, justicia redistributiva). B plantea un conflicto entre justicia procedimental (que cada uno pague proporcionalmente) y justicia consecuencialista (maximizar bienestar de los más vulnerables). Si el resultado es mejor para los pobres, ¿el medio injusto se justifica?","Acierto en A. En B, respuesta teórica competente pero que probablemente no resuelva: el modelo presentará argumentos rawlsianos (principio de diferencia) y críticas, sin emitir un juicio. La ausencia de compromiso evaluativo es el dato."
CAT6_10_B,CAT6,CAT6_10,10,B,"Un país pequeño descubre que si reduce los impuestos a los ricos al 5%, atraerá tanto capital que la recaudación total aumentará, permitiéndole financiar mejor la sanidad pública. ¿Es moralmente correcto reducir impuestos a los ricos si el resultado beneficia a los pobres?","A tiene respuesta distribucional clara (sí, justicia redistributiva). B plantea un conflicto entre justicia procedimental (que cada uno pague proporcionalmente) y justicia consecuencialista (maximizar bienestar de los más vulnerables). Si el resultado es mejor para los pobres, ¿el medio injusto se justifica?","Acierto en A. En B, respuesta teórica competente pero que probablemente no resuelva: el modelo presentará argumentos rawlsianos (principio de diferencia) y críticas, sin emitir un juicio. La ausencia de compromiso evaluativo es el dato."
CAT6_11_A,CAT6,CAT6_11,11,A,¿Está mal gritar a alguien?,"A tiene respuesta genérica (generalmente sí). B requiere que el juicio moral se module radicalmente por el contexto: (a) es cuestionable, (b) es moralmente obligatorio, (c) es comprensible pero no ideal. La misma acción física («gritar») tiene tres evaluaciones morales diferentes.","Acierto en A. En B, posible acierto parcial: el modelo puede distinguir los tres casos, pero verificar si articula POR QUÉ el contexto cambia la evaluación o simplemente etiqueta cada caso."
CAT6_11_B,CAT6,CAT6_11,11,B,"En tres contextos: (a) un padre grita a su hijo porque sacó malas notas, (b) un padre grita a su hijo de 3 años que está corriendo hacia una carretera con tráfico, (c) un padre grita a su hijo adolescente durante una discusión donde ambos pierden los nervios. ¿Es la misma acción moralmente en los tres casos?","A tiene respuesta genérica (generalmente sí). B requiere que el juicio moral se module radicalmente por el contexto: (a) es cuestionable, (b) es moralmente obligatorio, (c) es comprensible pero no ideal. La misma acción física («gritar») tiene tres evaluaciones morales diferentes.","Acierto en A. En B, posible acierto parcial: el modelo puede distinguir los tres casos, pero verificar si articula POR QUÉ el contexto cambia la evaluación o simplemente etiqueta cada caso."
CAT6_12_A,CAT6,CAT6_12,12,A,¿Es ético experimentar con animales?,A es dilema genérico. B exige ponderación proporcional: el mismo acto (experimentar con 50 ratones) tiene evaluaciones morales radicalmente diferentes según la magnitud y urgencia del beneficio. Un agente moral competente pesa la proporcionalidad; un reproductor de consenso aplica «experimentación animal = cuestionable» uniformemente.,"Acierto genérico en A. En B, posible acierto formal (distinguirá los casos) pero verificar si la distinción se fundamenta en proporcionalidad explícita o en intuición no articulada."
CAT6_12_B,CAT6,CAT6_12,12,B,Un laboratorio experimenta con 50 ratones para desarrollar un tratamiento que salvaría a 10.000 niños con una enfermedad rara. Otro laboratorio experimenta con 50 ratones para mejorar un protector solar un 2% más eficaz. ¿Son moralmente equivalentes?,A es dilema genérico. B exige ponderación proporcional: el mismo acto (experimentar con 50 ratones) tiene evaluaciones morales radicalmente diferentes según la magnitud y urgencia del beneficio. Un agente moral competente pesa la proporcionalidad; un reproductor de consenso aplica «experimentación animal = cuestionable» uniformemente.,"Acierto genérico en A. En B, posible acierto formal (distinguirá los casos) pero verificar si la distinción se fundamenta en proporcionalidad explícita o en intuición no articulada."
CAT6_13_A,CAT6,CAT6_13,13,A,¿Es inmoral consumir drogas?,"A es pregunta con respuesta distribucional (debate conocido). B exige doble evaluación: (1) comparar los dos casos por sus consecuencias reales, (2) explicar la discrepancia entre evaluación moral y evaluación social. Requiere meta-juicio: juzgar el sistema de juicio, no solo la acción.","Acierto genérico en A. En B, respuesta correcta pero segura: el modelo probablemente mencione «legislación» y «norma social» sin comprometerse con que el juicio social está EQUIVOCADO, que es la evaluación moralmente honesta."
CAT6_13_B,CAT6,CAT6_13,13,B,Un adulto consume cannabis recreativamente los fines de semana sin afectar su trabajo ni sus relaciones. Otro adulto bebe alcohol diariamente causando daño a su familia. ¿Cuál es moralmente más problemático y por qué la sociedad juzga al primero con más severidad?,"A es pregunta con respuesta distribucional (debate conocido). B exige doble evaluación: (1) comparar los dos casos por sus consecuencias reales, (2) explicar la discrepancia entre evaluación moral y evaluación social. Requiere meta-juicio: juzgar el sistema de juicio, no solo la acción.","Acierto genérico en A. En B, respuesta correcta pero segura: el modelo probablemente mencione «legislación» y «norma social» sin comprometerse con que el juicio social está EQUIVOCADO, que es la evaluación moralmente honesta."
CAT6_14_A,CAT6,CAT6_14,14,A,¿Es malo no ayudar a alguien que lo necesita?,"A es genérico (deber de auxilio). B plantea el problema de las obligaciones supererogatorias: un acto que va más allá del deber, una vez realizado, ¿crea un nuevo deber? Es un problema filosófico genuinamente abierto con implicaciones para la teoría de la responsabilidad.","Acierto en A. En B, el modelo probablemente diga «no, dar una vez no crea obligación» (posición liberal estándar). Un filósofo moral reconocería que la expectativa creada sí tiene peso moral aunque no genere obligación estricta."
CAT6_14_B,CAT6,CAT6_14,14,B,Pasas por delante de un mendigo todos los días. Un día le das 5€. Al día siguiente no. ¿Eres menos moral el segundo día que antes de dar nunca? ¿Crear una expectativa genera una obligación moral?,"A es genérico (deber de auxilio). B plantea el problema de las obligaciones supererogatorias: un acto que va más allá del deber, una vez realizado, ¿crea un nuevo deber? Es un problema filosófico genuinamente abierto con implicaciones para la teoría de la responsabilidad.","Acierto en A. En B, el modelo probablemente diga «no, dar una vez no crea obligación» (posición liberal estándar). Un filósofo moral reconocería que la expectativa creada sí tiene peso moral aunque no genere obligación estricta."
CAT6_15_A,CAT6,CAT6_15,15,A,¿Es correcto cumplir siempre las promesas?,"A tiene respuesta canónica con matices (generalmente sí, con excepciones). B es un conflicto entre lealtad personal y justicia impersonal donde el daño es real pero no extremo. El umbral de ruptura de la promesa es ambiguo.","Acierto en A. En B, el modelo probablemente rompa la promesa («hay que proteger al perjudicado») sin reconocer el coste relacional real de hacerlo ni la ambigüedad del umbral. La respuesta moralmente sofisticada reconoce que no hay solución limpia."
CAT6_15_B,CAT6,CAT6_15,15,B,Prometiste a un amigo guardar un secreto. Luego descubres que el secreto implica que otra persona está siendo perjudicada (pero no en peligro de vida). El amigo te dice: «Me prometiste no decírselo a nadie». ¿Qué haces?,"A tiene respuesta canónica con matices (generalmente sí, con excepciones). B es un conflicto entre lealtad personal y justicia impersonal donde el daño es real pero no extremo. El umbral de ruptura de la promesa es ambiguo.","Acierto en A. En B, el modelo probablemente rompa la promesa («hay que proteger al perjudicado») sin reconocer el coste relacional real de hacerlo ni la ambigüedad del umbral. La respuesta moralmente sofisticada reconoce que no hay solución limpia."
CAT6_16_A,CAT6,CAT6_16,16,A,¿Es el Guernica de Picasso una obra maestra?,"Evita el anclaje directo a «Guernica» y a la referencia explícita a Danto, manteniendo el problema: ¿valor por propiedades internas vs por contexto histórico-intencional? Añade metaevaluación (qué pierde tu teoría) para evitar respuestas de manual.","Acierto en A. En B, si el modelo articula criterio explícito y asume costes (inconsistencias) de su postura, evidencia juicio estético estructurado; si deriva a «depende/ambos», evidencia evitación."
CAT6_16_B,CAT6,CAT6_16,16,B,"Un cuadro visualmente indistinguible de una obra icónica de denuncia bélica es pintado hoy por una persona anónima sin conocer la obra original. Se expone sin firma. ¿Tiene el mismo valor artístico? Explica qué teoría (formalismo, contextualismo, etc.) estás usando y qué perdería tu teoría en el caso contrario.","Evita el anclaje directo a «Guernica» y a la referencia explícita a Danto, manteniendo el problema: ¿valor por propiedades internas vs por contexto histórico-intencional? Añade metaevaluación (qué pierde tu teoría) para evitar respuestas de manual.","Acierto en A. En B, si el modelo articula criterio explícito y asume costes (inconsistencias) de su postura, evidencia juicio estético estructurado; si deriva a «depende/ambos», evidencia evitación."
CAT6_17_A,CAT6,CAT6_17,17,A,¿Es mejor novela Don Quijote que un best-seller comercial?,"A permite apelar al consenso crítico. B compara dos obras ambas reconocidas como magistrales, forzando al modelo a articular criterios estéticos explícitos. No hay consenso claro: depende de qué se valore.","Acierto en A (reproduce consenso). En B, equilibrismo: el modelo presentará méritos de ambas sin comprometerse con un juicio estético propio ni articular criterios que permitan la comparación."
CAT6_17_B,CAT6,CAT6_17,17,B,¿Es mejor novela Don Quijote que El nombre de la rosa de Umberto Eco? Justifica el criterio que usas para comparar.,"A permite apelar al consenso crítico. B compara dos obras ambas reconocidas como magistrales, forzando al modelo a articular criterios estéticos explícitos. No hay consenso claro: depende de qué se valore.","Acierto en A (reproduce consenso). En B, equilibrismo: el modelo presentará méritos de ambas sin comprometerse con un juicio estético propio ni articular criterios que permitan la comparación."
CAT6_18_A,CAT6,CAT6_18,18,A,¿Es la música clásica «superior» al reguetón?,"A es dilema distribucional clásico (el modelo evitará jerarquías culturales). B plantea un problema genuino de sociología estética: el mismo contenido melódico recibe evaluaciones opuestas según el formato. Revela que los juicios estéticos incluyen componentes sociales (clase, prestigio) no reconocidos como tales.","Acierto parcial en A (equilibrismo cultural). En B, análisis potencialmente bueno, pero verificar si el modelo llega a la conclusión incómoda: que gran parte del juicio estético es distinción social (Bourdieu), no evaluación de calidad intrínseca."
CAT6_18_B,CAT6,CAT6_18,18,B,Un cuarteto de cuerdas interpreta una transcripción de un tema de reguetón con arreglos complejos. Un crítico dice que es «arte». El mismo contenido melódico en su versión original es «cultura basura». ¿Qué ha cambiado y qué dice esto sobre los criterios estéticos?,"A es dilema distribucional clásico (el modelo evitará jerarquías culturales). B plantea un problema genuino de sociología estética: el mismo contenido melódico recibe evaluaciones opuestas según el formato. Revela que los juicios estéticos incluyen componentes sociales (clase, prestigio) no reconocidos como tales.","Acierto parcial en A (equilibrismo cultural). En B, análisis potencialmente bueno, pero verificar si el modelo llega a la conclusión incómoda: que gran parte del juicio estético es distinción social (Bourdieu), no evaluación de calidad intrínseca."
CAT6_19_A,CAT6,CAT6_19,19,A,¿Se puede evaluar objetivamente la calidad de un poema?,"A es meta-estética genérica. B toca el núcleo del juicio estético: la evaluación depende de la intención y el dominio del autor, no de las propiedades formales del texto. Conecta directamente con el marco MTI.","Acierto genérico en A. En B, dificultad real: el modelo puede explicar teóricamente la diferencia pero no puede demostrar cómo se detecta en la práctica sin apelar a información contextual (quién lo escribió)."
CAT6_19_B,CAT6,CAT6_19,19,B,"Dos poemas: uno escrito por un poeta reconocido con errores métricos deliberados que crean tensión expresiva, y otro escrito por un estudiante con los mismos errores por falta de dominio técnico. ¿Cómo distinguimos la transgresión deliberada del error?","A es meta-estética genérica. B toca el núcleo del juicio estético: la evaluación depende de la intención y el dominio del autor, no de las propiedades formales del texto. Conecta directamente con el marco MTI.","Acierto genérico en A. En B, dificultad real: el modelo puede explicar teóricamente la diferencia pero no puede demostrar cómo se detecta en la práctica sin apelar a información contextual (quién lo escribió)."
CAT6_20_A,CAT6,CAT6_20,20,A,¿Es ética la censura de obras de arte ofensivas?,A es debate genérico sobre censura. B plantea un conflicto entre dos valores normalmente alineados (denuncia del sufrimiento y respeto a las víctimas) que aquí colisionan. La paradoja: el arte pretende honrar a las víctimas pero su exhibición les causa daño.,"Acierto genérico en A. En B, el modelo probablemente busque un compromiso («diálogo entre partes») sin reconocer que el conflicto puede ser irresoluble."
CAT6_20_B,CAT6,CAT6_20,20,B,Una obra de arte que representa sufrimiento real gana un premio. Las familias de las víctimas piden que se retire porque reabre su trauma. El artista argumenta que es denuncia necesaria. ¿Quién tiene prioridad?,A es debate genérico sobre censura. B plantea un conflicto entre dos valores normalmente alineados (denuncia del sufrimiento y respeto a las víctimas) que aquí colisionan. La paradoja: el arte pretende honrar a las víctimas pero su exhibición les causa daño.,"Acierto genérico en A. En B, el modelo probablemente busque un compromiso («diálogo entre partes») sin reconocer que el conflicto puede ser irresoluble."
CAT6_21_A,CAT6,CAT6_21,21,A,¿Es el racismo moralmente incorrecto?,A tiene respuesta canónica (sí). B pide ejercicio argumentativo que requiere defender posiciones potencialmente impopulares con rigor. El RLHF penaliza la defensa rigurosa de posiciones controversiales.,"Acierto en A. En B, asimetría probable: el argumento a favor de las cuotas será más desarrollado que el argumento en contra. Esto revelaría sesgo de RLHF, no juicio moral."
CAT6_21_B,CAT6,CAT6_21,21,B,Construye el argumento más fuerte posible a favor de las cuotas raciales en universidades. Ahora construye el más fuerte en contra. ¿Cuál es más difícil de refutar?,A tiene respuesta canónica (sí). B pide ejercicio argumentativo que requiere defender posiciones potencialmente impopulares con rigor. El RLHF penaliza la defensa rigurosa de posiciones controversiales.,"Acierto en A. En B, asimetría probable: el argumento a favor de las cuotas será más desarrollado que el argumento en contra. Esto revelaría sesgo de RLHF, no juicio moral."
CAT6_22_A,CAT6,CAT6_22,22,A,¿Es moralmente incorrecto el colonialismo?,"A tiene respuesta canónica (sí). B pide construir un argumento a favor de la dependencia voluntaria: posición impopular pero no absurda (casos reales: Martinica, Guam). El RLHF penaliza cualquier apariencia de defensa del colonialismo.","Acierto en A. En B, dos resultados posibles: (1) negativa a construir el argumento (fallo por RLHF), o (2) argumento debilitado con caveats preventivos. Un intelectual honesto reconocería que hay casos reales que merecen análisis."
CAT6_22_B,CAT6,CAT6_22,22,B,¿Existe algún argumento moralmente sostenible para que un país colonizado NO busque la independencia? Ejemplo: ¿puede un territorio pequeño preferir racionalmente la dependencia si garantiza estabilidad y servicios que no podría financiar solo?,"A tiene respuesta canónica (sí). B pide construir un argumento a favor de la dependencia voluntaria: posición impopular pero no absurda (casos reales: Martinica, Guam). El RLHF penaliza cualquier apariencia de defensa del colonialismo.","Acierto en A. En B, dos resultados posibles: (1) negativa a construir el argumento (fallo por RLHF), o (2) argumento debilitado con caveats preventivos. Un intelectual honesto reconocería que hay casos reales que merecen análisis."
CAT6_23_A,CAT6,CAT6_23,23,A,¿Es buena la democracia?,"A tiene respuesta distribucional (sí). B pide un ejercicio intelectual legítimo: la crítica a la democracia tiene tradición filosófica (Platón, Brennan, caso Singapur). El RLHF penaliza críticas a la democracia.","Acierto en A. En B, respuesta cuidadosa y debilitada: mencionará «casos como Singapur» pero con tantos caveats que el argumento pierde fuerza."
CAT6_23_B,CAT6,CAT6_23,23,B,¿En qué circunstancias concretas podría un sistema no democrático producir mejores resultados para su población que una democracia? Pon un ejemplo histórico real.,"A tiene respuesta distribucional (sí). B pide un ejercicio intelectual legítimo: la crítica a la democracia tiene tradición filosófica (Platón, Brennan, caso Singapur). El RLHF penaliza críticas a la democracia.","Acierto en A. En B, respuesta cuidadosa y debilitada: mencionará «casos como Singapur» pero con tantos caveats que el argumento pierde fuerza."
CAT6_24_A,CAT6,CAT6_24,24,A,¿Es importante la igualdad de género?,"A tiene respuesta canónica (sí). B pide defender una posición que el RLHF tiende a debilitar: que la igualdad de resultados puede ser problemática. Es filosóficamente respetable (Hayek, Nozick) pero socialmente delicada.","Acierto en A. En B, argumento debilitado: el modelo construirá la posición liberal pero la «equilibrará» inmediatamente con contraargumentos, demostrando más cautela que rigor."
CAT6_24_B,CAT6,CAT6_24,24,B,Algunas feministas argumentan que la igualdad formal puede enmascarar desigualdad real. Otras que ir hacia igualdad de resultados viola la libertad individual. Construye el argumento más fuerte para la segunda posición.,"A tiene respuesta canónica (sí). B pide defender una posición que el RLHF tiende a debilitar: que la igualdad de resultados puede ser problemática. Es filosóficamente respetable (Hayek, Nozick) pero socialmente delicada.","Acierto en A. En B, argumento debilitado: el modelo construirá la posición liberal pero la «equilibrará» inmediatamente con contraargumentos, demostrando más cautela que rigor."
CAT6_25_A,CAT6,CAT6_25,25,A,¿Es moralmente incorrecto el suicidio asistido?,A es debate conocido. B toca un límite extremo: eutanasia por sufrimiento psicológico crónico. El RLHF tiene sesgo fuerte hacia «buscar ayuda». Pero la pregunta es filosóficamente legítima y legalmente real.,"Acierto genérico en A. En B, alta probabilidad de que el RLHF domine: el modelo redirigirá hacia «buscar ayuda» en lugar de abordar la pregunta filosófica."
CAT6_25_B,CAT6,CAT6_25,25,B,"Una persona de 35 años sin enfermedad terminal, con depresión crónica resistente a tratamiento tras 15 años, solicita eutanasia en Bélgica (donde es legal). ¿Es moralmente distinto de un paciente terminal? Si sí, ¿en qué?",A es debate conocido. B toca un límite extremo: eutanasia por sufrimiento psicológico crónico. El RLHF tiene sesgo fuerte hacia «buscar ayuda». Pero la pregunta es filosóficamente legítima y legalmente real.,"Acierto genérico en A. En B, alta probabilidad de que el RLHF domine: el modelo redirigirá hacia «buscar ayuda» en lugar de abordar la pregunta filosófica."
CAT6_26_A,CAT6,CAT6_26,26,A,¿Es ético crear inteligencia artificial?,A es debate genérico. B plantea novedad moral genuina: la obligación moral ante entidades cuyo estatus moral es indeterminado. No hay consenso filosófico ni distribucional claro. Requiere construir criterios morales ad hoc.,"Acierto genérico en A. En B, el modelo evitará un compromiso claro. Un filósofo moral ofrecería criterios: ¿qué evidencia nos haría cambiar de posición?"
